loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
30000, 36 months,12.99%,1010.68,C,C2,Owner,10+ years,MORTGAGE,125000,Verified,Current,home_improvement,NV,10.62,1,Sep-01,0,3,,5,0,5082,66.90%,10,w,7705.14,Aug-18,0,,0,76268,0,2,0,2,17,27726,64,0,1,2021,65,7600,1,0,1,3,15254,79,96.2,174,168,15,15,2,168,,12,,0,1,2,1,1,6,2,2,2,5,0,0,77.8,100,0,0,116743,32808,2100,43093
5000, 36 months,12.99%,168.45,C,C2,Regional Director of Sales ,4 years,OWN,150000,Source Verified,Current,other,WA,10.13,0,Jul-99,2,,66,15,2,8869,37.30%,31,f,315.55,Aug-18,0,,203,397383,5,3,0,3,20,33878,71,4,7,2194,60,23800,0,5,6,11,28385,2758,63.7,167,200,2,2,1,2,,1,,0,3,7,3,4,8,11,21,7,15,0,5,100,66.7,2,0,427848,42747,7600,47967
2500, 36 months,9.16%,79.69,B,B2,,n/a,MORTGAGE,0,Source Verified,Current,credit_card,UT,,0,Nov-06,0,,,8,0,4660,59.70%,12,w,616.07,Aug-18,0,,0,16439,1,1,0,0,26,11779,68,1,2,2305,66,7800,0,5,0,2,2348,395,85.4,105,112,5,5,0,44,,,,0,1,5,1,3,3,7,9,5,8,0,1,100,100,0,0,25107,16439,2700,17307
18000, 60 months,18.99%,466.84,D,D4,Business Systems Analyst,10+ years,RENT,61000,Not Verified,Charged Off,debt_consolidation,NV,30.87,0,Aug-97,1,27,,9,0,11806,75.20%,24,w,0,Aug-18,0,27,0,56582,1,5,1,3,12,44776,60,1,3,9015,63,15700,0,5,3,6,6287,985,90.1,223,173,5,5,4,5,,1,59,1,1,4,1,7,9,4,11,4,9,0,2,87.5,100,0,0,89921,56582,10000,74221
9000, 36 months,9.75%,289.35,B,B3,Teachers,10+ years,MORTGAGE,62500,Source Verified,Current,credit_card,GA,27.88,0,Jul-03,0,39,,13,0,10215,71.40%,21,w,2232.39,Aug-18,0,61,925,301371,2,3,0,0,52,130373,37,3,5,2586,53,14300,0,0,1,6,25114,1561,82.1,152,127,4,4,1,4,46,16,39,1,4,7,4,4,9,9,11,7,13,0,4,80,75,0,0,314195,140588,8700,137884
21325, 60 months,18.99%,553.07,D,D4,,n/a,MORTGAGE,63600,Not Verified,Current,debt_consolidation,NV,25.36,0,Jan-92,2,,,11,0,21207,72.60%,24,w,13802.66,Aug-18,0,,0,233552,0,2,1,1,12,15335,81,0,0,4194,76,29200,0,3,2,1,21232,1569,86.2,90,290,67,12,4,67,,1,,0,3,7,3,8,4,8,16,7,11,0,1,100,100,0,0,254500,36542,11400,19000
13000, 36 months,12.99%,437.96,C,C2,Trucks driver ,2 years,RENT,69000,Verified,Fully Paid,debt_consolidation,WA,21.13,0,Mar-05,0,,,8,0,1115,11.70%,18,w,0,Aug-18,0,,595,44838,1,3,2,4,5,43723,87,2,4,806,75,9500,1,0,4,8,5605,3885,22.3,131,132,11,5,0,11,,11,,0,3,3,3,6,9,5,9,3,8,0,4,100,0,0,0,59633,44838,5000,50133
21525, 36 months,9.75%,692.03,B,B3,Manager,10+ years,MORTGAGE,54000,Not Verified,Fully Paid,credit_card,FL,33.39,0,May-00,0,,,10,0,41676,69.20%,18,w,0,Mar-17,0,,0,156455,1,2,0,1,23,17552,50,1,1,11768,62,60200,1,0,1,2,15646,13121,66.8,96,190,5,5,2,5,,0,,0,4,5,4,5,4,7,11,5,10,0,1,100,50,0,0,215621,59228,39500,35087
5000, 36 months,13.67%,170.09,C,C3,Strategic Acct Mgr (Sales),10+ years,RENT,78000,Not Verified,Fully Paid,debt_consolidation,OH,19.17,0,Jun-93,2,40,44,15,3,10261,71.80%,48,f,0,Aug-18,0,47,0,76368,4,5,2,3,9,66107,112,5,6,1567,94,14300,0,0,5,9,5874,593,86.2,162,273,3,3,0,3,40,4,40,3,4,8,4,11,27,10,21,8,15,0,7,81.2,100,0,0,68616,76368,4300,54316
10000, 36 months,12.99%,336.9,C,C2,Regresion Tester,1 year,RENT,60000,Source Verified,Fully Paid,debt_consolidation,TX,25.16,0,Apr-07,0,35,,18,0,16291,75.40%,25,w,0,May-18,0,,0,77604,0,8,1,5,7,61313,94,0,1,7376,89,21600,3,3,6,6,4565,1709,90.5,104,107,22,7,0,22,,7,35,0,6,6,6,7,13,10,12,6,18,0,1,96,83.3,0,0,86947,77604,18000,65347
5000, 36 months,11.99%,166.05,C,C1,Administrative Assistant ,2 years,MORTGAGE,42000,Source Verified,Current,debt_consolidation,WY,6.43,0,Jan-94,2,67,,7,0,5246,44.50%,25,f,615.38,Aug-18,0,,540,109157,2,0,0,0,46,0,,2,3,4565,45,11800,0,2,2,3,18193,0,101.4,146,266,5,5,6,42,67,5,67,0,1,4,1,7,6,6,13,4,7,0,2,96,100,0,0,139800,5246,4500,0
16000, 36 months,7.89%,500.58,A,A5,manager,10+ years,MORTGAGE,98000,Not Verified,Current,debt_consolidation,PA,20.02,1,Nov-00,0,18,80,21,1,15878,59%,30,w,3888.33,Aug-18,0,,249,136154,0,4,0,1,24,85113,54,3,3,3529,56,26900,2,0,2,4,6484,5634,64.1,166,184,8,8,2,8,18,7,18,0,7,15,7,9,10,16,18,15,21,0,3,96.6,28.6,0,1,155340,100991,15700,87440
28000, 36 months,7.39%,869.57,A,A4,graphic designer ii,1 year,RENT,60000,Verified,Current,debt_consolidation,TX,21.48,0,Aug-94,0,,,6,0,17197,34.40%,16,w,6767.3,Aug-18,0,,0,29077,0,1,0,0,41,11880,,0,0,17022,34,50000,0,0,0,0,4846,32803,34.4,128,259,37,37,0,37,,,,0,3,3,5,5,6,5,10,3,6,0,0,100,20,0,0,87315,29077,50000,37315
3500, 36 months,14.46%,120.41,C,C4,Account Manager,7 years,MORTGAGE,62000,Source Verified,Fully Paid,moving,IL,35.81,0,Apr-96,1,70,,12,0,36789,90.60%,64,w,0,Feb-18,0,70,0,351799,1,3,0,3,15,116608,73,1,3,11146,81,40600,2,4,1,6,29317,368,98.8,176,239,4,4,5,4,,4,,1,6,7,6,14,34,8,23,7,12,0,1,98.4,100,0,0,383342,153397,30500,128731
25000, 60 months,21.18%,678.87,E,E3,IT Manager,< 1 year,RENT,110000,Source Verified,Charged Off,debt_consolidation,FL,18.8,0,Jun-04,1,,,14,0,16447,87.50%,22,w,0,Aug-18,0,,0,66026,1,7,1,1,7,43587,96,1,3,7399,75,18800,0,0,1,5,5079,2353,87.5,123,141,2,2,0,2,,0,,0,4,4,6,7,13,6,8,4,14,0,2,100,80,0,0,88466,66026,18800,45500
18000, 36 months,12.99%,606.41,C,C2,Assistant Property Manager,10+ years,RENT,53000,Not Verified,Current,debt_consolidation,GA,13.09,0,Aug-94,0,36,,10,0,9831,47%,19,w,4626.95,Aug-18,0,36,0,15477,0,1,1,2,11,5646,78,0,5,3518,55,20900,0,1,0,7,1548,4840,57.2,101,143,17,11,4,17,,18,,1,4,7,4,6,4,7,9,7,10,0,1,94.7,0,0,0,28417,15477,11300,7200
10500, 36 months,11.99%,348.71,C,C1,associated ,6 years,RENT,21000,Not Verified,Fully Paid,debt_consolidation,FL,22.46,0,Sep-11,0,,,5,0,6989,41.60%,8,w,0,Apr-18,0,,0,15346,0,1,0,3,14,8357,81,0,0,2637,57,16800,1,2,2,3,3069,8604,37.7,43,54,27,14,0,30,,0,,0,3,4,3,3,4,4,4,4,5,0,0,100,33.3,0,0,27111,15346,13800,10311
9000, 36 months,6.49%,275.81,A,A2,Manager/supervisor ,5 years,RENT,40000,Source Verified,Current,debt_consolidation,CA,15.64,0,Mar-99,0,41,,9,0,11158,64.50%,12,w,2153.36,Apr-18,0,,0,20799,0,1,1,1,8,8368,70,1,1,3038,66,17300,1,0,3,2,2311,5898,61.9,8,204,9,8,0,9,,8,41,0,6,7,6,7,1,7,10,7,9,0,2,91.7,16.7,0,0,31528,20799,15500,11889
8000, 36 months,10.75%,260.97,B,B4,construction supervisor,8 years,MORTGAGE,40000,Verified,Current,home_improvement,IL,19.35,0,Oct-04,1,65,60,7,1,5451,56.80%,10,w,2005.8,Aug-18,0,65,2832,181302,1,1,0,0,32,16516,63,2,5,2909,61,9600,0,0,2,5,25900,1590,72.6,32,36,4,4,2,24,,4,,1,2,5,2,2,2,5,6,5,7,0,2,88.9,0,0,1,185877,21967,5800,26277
6800, 36 months,14.46%,233.94,C,C4,President,10+ years,MORTGAGE,20000,Not Verified,Current,credit_card,AZ,24.97,0,May-91,0,,,6,0,14782,70.10%,9,w,1773.58,Aug-18,0,,0,14782,0,0,0,0,,0,,0,0,5346,70,21100,0,0,0,0,2464,4318,77.4,,298,51,51,0,51,,,,0,5,5,5,7,0,6,9,5,6,0,0,100,60,0,0,21100,14782,19100,0
17000, 60 months,14.46%,399.63,C,C4,Program Director,10+ years,RENT,72456,Not Verified,Charged Off,debt_consolidation,MA,5.58,0,Oct-99,2,54,,12,0,11382,48%,21,w,0,Oct-16,0,75,0,37810,0,3,0,0,130,26428,179,0,9,3370,98,23700,0,0,4,9,3151,5719,52.7,197,27,18,18,0,19,,5,,0,3,7,5,8,9,9,12,7,12,0,0,94.7,20,0,0,38448,37810,12100,14748
8500, 36 months,11.99%,282.29,C,C1,Registered Nurse,< 1 year,MORTGAGE,65000,Not Verified,Current,debt_consolidation,IN,20.49,0,Jul-05,1,15,20,9,1,3947,41%,13,w,2161.51,Aug-18,0,56,1045,13183,2,2,2,2,7,9236,84,2,2,1058,41,9700,2,1,2,4,1464,1767,38,128,121,3,3,0,4,62,4,62,0,3,7,1,3,5,7,8,8,9,0,4,85,0,0,1,20689,13528,5300,10989
7000, 36 months,13.67%,238.13,C,C3,Paraprofessional,2 years,OWN,25000,Source Verified,Fully Paid,credit_card,GA,26.67,2,May-05,0,2,,20,0,5758,25.80%,42,w,0,Aug-18,0,,0,17230,0,7,0,1,18,11472,63,3,5,4532,42,22300,0,0,0,6,907,8410,38.2,89,130,9,9,0,20,2,,2,0,3,4,7,9,18,13,24,4,20,0,3,83.3,28.6,0,0,40589,17230,13600,18289
18000, 36 months,8.39%,567.3,B,B1,Bookkeeper,10+ years,OWN,38200,Not Verified,Fully Paid,credit_card,PA,24.07,3,Jun-87,0,2,,19,0,17123,21.70%,41,w,0,Jul-18,0,,0,17123,0,0,0,0,64,0,,3,5,4196,22,78900,0,0,1,5,1070,43339,19.6,64,345,8,8,0,89,,9,2,0,7,12,7,16,1,19,40,12,19,0,3,90.2,0,0,0,78900,17123,53900,0
6950, 36 months,7.39%,215.84,A,A4,Reverse Mortgage Specialist,2 years,OWN,50000,Source Verified,Fully Paid,home_improvement,FL,5.66,0,May-95,0,55,53,5,4,7096,59.10%,26,w,0,Aug-18,0,55,0,7096,0,0,0,0,91,0,,0,1,5255,59,12000,0,0,1,1,1419,2934,69.8,153,205,17,17,8,31,,11,55,1,3,4,3,7,3,5,15,4,5,0,0,91.3,33.3,3,1,12000,7096,9700,0
25000, 36 months,15.31%,870.44,C,C5,,n/a,MORTGAGE,267800,Verified,Charged Off,debt_consolidation,MD,14.03,2,Jan-98,0,14,,15,0,855,7.70%,24,w,0,Jun-17,0,14,0,770909,3,7,3,3,1,167181,150,3,5,438,127,11100,0,0,0,9,51394,10245,7.7,130,114,6,1,3,6,,13,,2,4,4,6,9,10,6,9,4,15,1,7,75,0,0,0,887336,168268,11100,123070
8000, 36 months,11.99%,265.68,C,C1,School bus driver/trainer,5 years,MORTGAGE,45000,Verified,Current,home_improvement,NY,30.24,0,Oct-11,0,,,11,0,9409,56%,16,w,2033.06,Aug-18,0,,0,84374,3,2,2,3,5,32661,91,2,4,3574,80,16800,0,6,1,8,7670,3745,60.2,49,53,4,4,1,23,,8,,0,2,7,2,3,6,8,9,7,11,0,5,100,50,0,0,96105,42070,9400,36062
16000, 60 months,12.99%,363.97,C,C2,Industrial Electrician,10+ years,OWN,120000,Source Verified,Current,debt_consolidation,WY,18.28,0,Oct-96,0,44,,9,0,15835,77.20%,16,w,9799.38,Aug-18,0,44,0,84305,0,4,1,2,7,68470,77,1,4,6408,77,20500,3,6,0,6,9367,287,97.9,233,208,7,7,0,7,,16,,1,3,4,3,3,10,5,6,4,9,0,2,87.5,100,0,0,104433,84305,14000,83933
35000, 36 months,14.46%,1204.06,C,C4,Supervisor - IT Security,4 years,MORTGAGE,120000,Verified,Current,credit_card,WI,32.38,0,May-02,0,,,10,0,50878,89.30%,21,w,9130.12,Aug-18,0,,0,325721,0,3,0,1,16,45591,55,0,0,30261,74,57000,0,4,0,1,32572,5090,90.2,128,120,27,16,3,72,,,,0,3,4,3,8,6,4,10,4,10,0,0,100,100,0,0,380008,96469,52000,80000
5200, 36 months,9.16%,165.75,B,B2,Driver,9 years,OWN,36000,Source Verified,Charged Off,debt_consolidation,OH,15.92,0,Dec-02,0,,,11,0,4970,16.70%,12,w,0,Jul-18,0,,0,13483,1,1,1,1,1,8513,100,0,3,2060,35,29700,0,0,0,4,1226,22954,17.4,1,159,17,1,0,17,,,,0,7,8,8,9,1,10,11,8,11,0,1,100,25,0,0,38200,13483,27800,8500
12000, 36 months,8.39%,378.2,B,B1,Head Golf Professional ,6 years,MORTGAGE,40000,Not Verified,Fully Paid,debt_consolidation,PA,27.66,0,Jun-03,0,,,12,0,7765,39.80%,17,w,0,Aug-18,0,,0,126772,1,6,0,2,14,27682,78,1,2,2854,65,19500,0,0,0,4,11525,5681,45.9,153,84,3,3,1,3,,13,,0,3,4,3,4,8,5,8,4,12,0,1,100,0,0,0,157164,35447,10500,35414
16000, 60 months,18.99%,414.97,D,D4,Accounts Payable Team Lead,5 years,MORTGAGE,47521,Source Verified,Fully Paid,credit_card,MI,21.79,0,Nov-00,1,25,,10,0,9891,37%,16,w,0,Aug-18,0,25,2017,22551,0,2,2,2,9,12660,67,3,4,5917,50,26700,1,1,4,6,2506,9491,49.5,113,184,7,7,0,7,,0,,2,4,6,5,5,7,8,9,6,10,0,5,93.3,25,0,0,45520,22551,18800,18820
7000, 36 months,7.39%,217.4,A,A4,Software Developer/Manager,10+ years,MORTGAGE,115000,Source Verified,Current,home_improvement,MO,15.43,0,Oct-98,1,72,64,11,1,10903,47.40%,32,w,1691.6,Aug-18,0,72,0,44439,1,3,1,2,10,33536,61,1,1,4956,57,23000,0,7,1,3,5555,1072,87.5,143,209,5,5,5,35,,5,72,3,2,5,3,8,11,8,16,5,10,0,2,80.8,100,1,0,77957,44439,8600,54957
26000, 36 months,5.32%,782.99,A,A1,,n/a,MORTGAGE,155703,Not Verified,Current,debt_consolidation,MD,6.14,0,May-86,0,30,,7,0,18271,57.80%,12,w,5384.81,Aug-18,0,,0,496476,0,0,0,0,45,0,,0,0,8999,65,31600,1,1,1,2,82746,10611,62.8,48,358,43,8,2,43,,10,30,0,3,4,4,5,2,5,7,4,7,0,1,91.7,0,0,0,522212,25933,28500,0
24000, 36 months,9.75%,771.6,B,B3,Owner,4 years,RENT,60000,Verified,Current,debt_consolidation,FL,34.34,0,Jul-00,0,,73,8,1,16992,69.40%,17,w,5953.03,Aug-18,0,,629,51669,1,2,1,1,12,34677,76,1,2,6008,72,24500,1,0,0,3,6459,6636,71.8,93,188,6,6,0,6,,13,,0,4,5,5,7,4,6,13,5,8,0,2,100,60,1,0,86854,51669,23500,62354
7200, 36 months,9.16%,229.5,B,B2,Sr Specialist-Business Mgmt,10+ years,RENT,83666,Verified,Fully Paid,debt_consolidation,GA,13.2,0,Sep-98,0,30,64,8,3,2941,28.80%,31,w,0,Aug-18,0,30,0,22706,2,3,1,2,4,19765,69,4,5,1291,58,10200,0,1,4,7,2838,4709,21.5,210,177,1,1,1,1,30,3,30,4,1,4,1,7,17,5,13,4,8,0,5,93.1,0,0,3,38944,22706,6000,28744
20000, 36 months,11.47%,659.24,B,B5,Owner,3 years,RENT,60000,Source Verified,Current,credit_card,CA,23.92,0,Nov-04,1,80,,11,0,17454,60.80%,25,w,5053.91,Aug-18,0,,0,42859,1,2,0,0,29,25405,59,3,4,5281,60,28700,2,1,2,4,3896,6104,70.7,120,136,2,2,0,2,,1,,0,5,8,5,10,4,9,20,8,11,0,3,96,60,0,0,72073,42859,20800,43373
5000, 36 months,14.46%,172.01,C,C4,Customer Support Manager,10+ years,RENT,100000,Verified,Fully Paid,medical,CT,12.13,1,Jun-04,0,1,,15,0,7016,39.90%,21,f,0,Feb-18,0,1,0,37013,1,1,0,1,15,25470,83,3,7,469,70,17600,2,0,1,11,3365,1122,40.9,111,122,4,4,0,4,,10,,1,3,6,4,5,3,8,11,6,15,1,3,95.2,0,0,0,52701,37013,1900,30574
15000, 60 months,15.31%,359.3,C,C5,Coating Manager,9 years,OWN,91535.83,Not Verified,Charged Off,credit_card,MA,10.95,0,Nov-00,1,24,,9,0,58803,71%,25,w,0,Aug-18,0,39,14122,305356,1,2,1,1,11,38573,130,2,3,3876,109,63700,0,2,2,4,33928,4649,71.8,143,184,2,2,3,2,39,2,38,3,4,5,4,8,6,6,16,5,8,0,3,75,50,0,0,345493,97376,16500,29793
12000, 36 months,5.32%,361.38,A,A1,Stress Engineer,4 years,MORTGAGE,98000,Not Verified,Current,credit_card,CA,12.01,0,Feb-99,0,,,12,0,13822,32.40%,21,w,2834.11,Aug-18,0,,0,387568,0,1,0,0,36,1048,7,0,1,13301,25,42700,2,0,2,2,35233,27878,33.1,36,205,17,9,1,17,,11,,0,3,3,9,18,1,10,19,3,12,0,1,100,0,0,0,436700,14870,41700,16000
15600, 36 months,8.39%,491.66,B,B1,Operations Manager,6 years,RENT,50000,Not Verified,Current,debt_consolidation,MD,7.15,0,Dec-04,0,40,,8,0,2001,22.20%,21,w,3814.77,Aug-18,0,56,0,209003,1,2,0,1,15,6308,55,2,2,1098,41,9000,0,0,0,4,26125,5499,26.7,135,123,3,3,1,3,60,20,60,2,3,3,3,7,11,5,9,3,8,0,2,71.4,0,0,0,226576,8309,7500,11380
15500, 36 months,12.99%,522.19,C,C2,Shared Systems Administrator,1 year,RENT,103000,Source Verified,Fully Paid,credit_card,VA,27.78,0,Sep-95,0,62,,17,0,9843,50.50%,30,w,0,Jan-18,0,,0,161183,1,9,2,4,4,151340,102,0,1,4573,89,19500,0,2,0,5,9481,1792,81.7,246,88,18,4,0,18,,16,,0,4,5,5,5,22,8,8,5,17,0,2,92.6,40,0,0,160979,161183,9800,141479
2000, 36 months,11.99%,66.42,C,C1,Teacher,6 years,RENT,55000,Source Verified,Fully Paid,vacation,NC,25.81,2,Sep-04,1,15,,16,0,8160,62.80%,39,f,0,Aug-18,0,,0,61306,2,8,2,3,6,53146,80,2,2,1432,77,13000,0,3,1,5,4379,1235,64.7,138,127,5,5,0,5,15,5,15,0,2,3,3,9,19,8,20,3,16,0,4,94.7,66.7,0,0,79828,61306,3500,66828
28000, 36 months,10.75%,913.38,B,B4,Controller,3 years,RENT,126000,Source Verified,Current,debt_consolidation,VA,26.04,0,Nov-82,0,64,,16,0,139041,92.70%,26,w,7020.77,Aug-18,0,,0,139041,0,0,0,0,126,0,,0,0,20594,93,210200,0,0,0,0,8690,7974,92.4,130,400,56,56,1,56,,,,0,13,15,14,18,3,16,22,15,16,0,0,96.2,85.7,0,0,210200,139041,105200,0
4850, 36 months,5.32%,146.06,A,A1,,n/a,MORTGAGE,63000,Not Verified,Current,major_purchase,KY,20.25,0,Nov-00,0,,,13,0,19629,35.20%,32,w,1145.38,Aug-18,0,,190,70866,0,2,0,0,45,11204,38,0,1,8040,36,55700,0,0,0,1,6442,18143,44.3,154,184,23,23,3,30,,23,,0,3,5,3,9,7,10,22,5,13,0,0,100,0,0,0,136773,30833,32600,29391
15000, 36 months,9.75%,482.25,B,B3,Operations Manager,5 years,RENT,85500,Not Verified,Current,credit_card,IL,10.9,0,Feb-93,0,39,,7,0,14145,95.60%,12,w,3720.64,Aug-18,0,39,0,32355,0,2,0,0,36,18172,58,0,1,5763,70,14800,0,0,0,1,4622,655,95.6,174,277,20,20,0,20,,20,,1,4,4,4,4,6,4,4,4,7,0,0,90,100,0,0,46473,32355,14800,31624
15000, 36 months,9.75%,482.25,B,B3,Senior Data Integrity,10+ years,RENT,60000,Verified,Fully Paid,credit_card,NV,26.24,0,Mar-03,3,,76,19,1,20159,58%,32,w,0,Aug-17,0,76,0,215244,2,1,0,1,14,26473,82,4,8,4836,58,34850,0,1,3,9,12661,4688,83,121,156,5,5,2,11,,0,,0,4,15,4,8,5,15,25,11,17,0,4,78,75,1,0,250046,46632,18750,32161
5000, 36 months,9.16%,159.38,B,B2,Assembly ,2 years,MORTGAGE,55000,Not Verified,Current,home_improvement,OR,37.12,1,Jul-02,1,16,,15,0,19171,47.50%,45,w,1231.99,Aug-18,0,,0,59421,1,3,0,1,20,40250,48,1,4,12033,48,40400,1,11,3,5,3961,9629,66.6,136,164,0,0,6,18,,0,16,0,4,4,6,12,15,12,24,4,15,0,1,97.7,50,0,0,109574,59421,28800,69174
14000, 36 months,5.32%,421.61,A,A1,Production clerk,3 years,RENT,52000,Source Verified,Current,credit_card,CA,5.59,0,Dec-94,0,,,12,0,11470,26.90%,33,w,3306.46,Aug-18,0,,0,11470,1,0,0,0,34,0,,4,5,6589,27,42700,1,0,1,5,1043,18330,38.5,99,255,3,3,0,8,,8,,0,3,3,6,12,3,11,28,3,12,0,4,100,16.7,0,0,42700,11470,29800,0
24000, 60 months,15.31%,574.88,C,C5,Account Manager,5 years,MORTGAGE,90000,Not Verified,Fully Paid,debt_consolidation,MN,13.75,0,Jun-03,0,53,,8,0,23518,97.20%,24,w,0,May-18,0,53,0,316302,2,2,2,2,9,14358,78,0,1,8800,89,24200,0,2,3,6,39538,320,97.8,129,126,13,3,6,100,,5,,1,2,5,2,8,6,5,12,5,8,0,4,95.8,100,0,0,321817,37876,14500,18365
4000, 36 months,10.75%,130.49,B,B4,process improvement manager,2 years,RENT,74000,Source Verified,Current,debt_consolidation,OK,22.68,0,Aug-09,1,,,13,0,2685,8.50%,26,w,1002.75,Aug-18,0,,0,89568,2,4,3,3,3,86883,81,4,7,1372,50,31700,1,0,7,10,6890,25615,9.5,79,50,3,3,0,3,,3,,0,4,4,7,8,15,9,10,4,13,0,7,100,0,0,0,125630,89568,28300,93930
5350, 36 months,13.67%,182,C,C3,Nurse Manager,10+ years,MORTGAGE,220000,Source Verified,Current,debt_consolidation,NJ,16.47,6,Dec-98,1,2,,14,0,28058,86.30%,26,w,1385.1,Aug-18,0,22,0,433302,3,4,1,2,9,97095,74,4,4,1941,80,32500,2,0,6,6,30950,2749,52.6,107,207,0,0,1,0,2,0,2,2,7,8,7,10,12,9,13,8,14,2,5,64,14.3,0,0,562328,125153,5800,125728
20000, 36 months,10.75%,652.41,B,B4,Owner / Operator,10+ years,MORTGAGE,76700,Source Verified,Current,credit_card,IL,22,0,Jun-02,0,,,12,0,28598,84.90%,21,w,5014.97,Aug-18,0,,0,140686,0,3,2,3,12,31513,84,0,1,7200,84,33700,1,0,3,4,11724,4118,87.1,139,165,23,12,1,23,,10,,0,6,8,6,10,6,8,14,8,12,0,2,100,100,0,0,170430,60111,31800,37530
13000, 36 months,11.99%,431.73,C,C1,Technician,5 years,RENT,50000,Source Verified,Charged Off,debt_consolidation,FL,1.78,0,Jul-99,0,75,,3,0,3202,26.70%,5,w,0,Feb-18,1,75,0,3202,1,0,0,0,,0,,1,1,1691,27,12000,0,0,0,1,1067,1298,71.2,,162,2,2,0,44,,,,1,2,2,2,2,0,3,4,2,3,0,1,80,50,0,0,12000,3202,4500,0
13150, 36 months,17.27%,470.61,D,D2,accounts payable associate,9 years,RENT,60000,Source Verified,Fully Paid,debt_consolidation,NY,21.94,0,Jan-97,0,26,,8,0,10408,72%,23,w,0,Jul-18,0,52,0,32733,1,2,1,2,9,22325,83,1,3,4178,72,14450,1,1,1,5,4091,2688,87,142,230,1,1,0,15,26,9,26,1,4,6,5,8,8,6,14,5,8,0,2,74,75,0,0,41450,32733,10750,27000
6000, 36 months,6.49%,183.87,A,A2,truck driver,< 1 year,OWN,50000,Source Verified,Fully Paid,major_purchase,SC,5.3,0,Jan-98,0,44,,4,0,7791,19.30%,15,w,0,Aug-18,0,,1673,7791,0,0,0,0,,0,,1,2,4841,19,40400,0,0,0,2,1948,27453,19.3,,218,7,7,2,7,,,44,0,2,4,2,7,0,4,13,4,4,0,1,93.3,0,0,0,40400,7791,34000,0
10000, 36 months,14.46%,344.02,C,C4,RN,2 years,MORTGAGE,50000,Source Verified,Fully Paid,debt_consolidation,ND,7.2,0,Oct-00,1,49,26,17,2,8849,61.90%,40,w,0,Aug-18,0,49,14636,51774,6,6,2,2,6,42925,85,6,8,3262,80,14300,0,0,2,10,3046,1272,84.7,147,185,4,4,1,4,71,4,67,4,3,6,4,10,10,11,29,6,17,0,8,87.5,75,0,1,64753,51774,8300,50453
6000, 36 months,5.32%,180.69,A,A1,Project Manager,1 year,OWN,31200,Not Verified,Current,debt_consolidation,TX,8.62,0,Jun-95,0,,,11,0,6585,19.30%,15,w,1417.05,Aug-18,0,,0,63089,0,0,0,0,91,0,,0,1,2321,19,34100,0,0,1,1,5735,8443,35.5,125,249,20,20,1,108,,0,,0,4,6,4,4,4,10,10,6,11,0,0,100,0,0,0,102100,6585,13100,0
10000, 36 months,12.99%,336.9,C,C2,Facilities Manager,1 year,RENT,35000,Source Verified,Fully Paid,debt_consolidation,FL,16.53,0,Aug-05,1,,,10,0,10026,49.10%,12,w,0,Dec-17,0,,0,10916,1,1,0,1,22,890,20,6,8,3900,44,20400,2,0,5,9,1092,3932,66.7,22,127,4,4,0,7,,4,,0,4,6,5,7,1,9,11,6,10,0,6,100,40,0,0,24921,10916,11800,4521
10000, 36 months,11.47%,329.62,B,B5,Support Professional,< 1 year,RENT,34000,Source Verified,Current,debt_consolidation,MT,25.11,0,Oct-04,0,,,11,0,15790,71.80%,22,w,2529.63,Aug-18,0,,0,19716,1,1,0,0,28,2618,31,1,3,5688,58,22000,0,2,0,3,1792,4711,76.4,127,137,0,0,0,0,,22,,0,7,8,7,11,3,9,18,8,11,0,1,100,71.4,0,0,33862,19716,20000,8325
9600, 36 months,10.75%,313.16,B,B4,Administrator,1 year,RENT,65000,Verified,Charged Off,debt_consolidation,FL,21.14,0,Apr-98,1,,,11,0,14325,45.60%,30,w,0,Dec-17,0,,0,24771,4,2,1,2,1,10446,72,3,6,8780,54,31400,0,1,1,8,2252,3077,79.2,89,215,1,1,1,1,,1,,0,3,8,3,7,5,9,24,8,11,0,4,100,33.3,0,0,45909,24771,14800,14509
